AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,train_ms,score_ms,labels_consumed,anomaly_rate,fold,month,difficulty,algorithm,seed,error,label_budget
0.1349110503825984,0.5129328333333334,0.2217453505007153,0.12804626187525817,0.8266666666666667,0.8444,1240,8444,1556,260,17377.544199989643,99.96089999913238,0,0.13043478260869565,1,2,easy,sklearn_IF,42,,0
0.13544067539551585,0.5174634,0.22210281210818555,0.1282847092902959,0.8266666666666667,0.8426,1240,8426,1574,260,17429.60399997537,77.63410001643933,0,0.13043478260869565,1,2,easy,sklearn_IF,123,,0
0.13530261514373224,0.5170502666666668,0.22200180342651038,0.1283628779979145,0.8206666666666667,0.8359,1231,8359,1641,269,17245.288300007815,96.73950000433251,0,0.13043478260869565,1,2,easy,sklearn_IF,456,,0
0.13236979218055306,0.5055560666666666,0.0,0.0,0.0,0.0,0,0,10000,1500,11513.783900009003,7.076499983668327,0,0.13043478260869565,1,2,easy,DenoisingAE,42,,0
0.13599646956150727,0.5192199,0.0,0.0,0.0,0.0,0,0,10000,1500,10946.810199995525,5.795300006866455,0,0.13043478260869565,1,2,easy,DenoisingAE,123,,0
0.13523492011258556,0.5149785666666666,0.0,0.0,0.0,0.0,0,0,10000,1500,11866.861600021366,4.1083999967668205,0,0.13043478260869565,1,2,easy,DenoisingAE,456,,0
0.13058804716399222,0.49257586666666664,0.2237979937737807,0.128577106518283,0.8626666666666667,0.877,1294,8770,1230,206,38982.863000012,81.21629999368452,0,0.13043478260869565,1,2,easy,CA-DIF-EIA,42,,0
0.13005422561682653,0.4911343,0.224016671008075,0.1287810721772986,0.86,0.8727,1290,8727,1273,210,39019.56149999751,88.94859999418259,0,0.13043478260869565,1,2,easy,CA-DIF-EIA,123,,0
0.13036706959435013,0.4922449666666667,0.22354155911202891,0.12833432128037936,0.866,0.8823,1299,8823,1177,201,39372.14669998502,82.72580002085306,0,0.13043478260869565,1,2,easy,CA-DIF-EIA,456,,0
0.13268987711939545,0.5018496,0.22735170017374037,0.12978180787758573,0.916,0.9213,1374,9213,787,126,38673.84229999152,78.00439998391084,0,0.13043478260869565,1,2,easy,AE+IF,42,,0
