AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,train_ms,score_ms,labels_consumed,anomaly_rate,fold,month,difficulty,algorithm,seed,error,label_budget,BAR_score
0.045981059107264875,0.4775254,0.08320112815089019,0.045621496230427216,0.472,0.4937,236,4937,5063,264,0.005799985956400633,0.11230001109652221,0,0.047619047619047616,1,2,easy,Random,42,,0,4.5981059107264874
0.04627389658371922,0.49086340000000006,0.08648268588504131,0.047407978415879744,0.492,0.4943,246,4943,5057,254,0.005099980626255274,0.14390001888386905,0,0.047619047619047616,1,2,easy,Random,123,,0,4.627389658371922
0.044672414436951295,0.485808,0.09407239027802063,0.051542441080666794,0.538,0.495,269,4950,5050,231,0.02609999501146376,0.15119998715817928,0,0.047619047619047616,1,2,easy,Random,456,,0,4.467241443695129
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,42,,0,4.623640739850926
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,42,,500,0.009247281479701852
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,123,,0,5.043734340186659
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,123,,500,0.010087468680373319
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,456,,0,4.881418401749029
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,456,,500,0.009762836803498057
0.18781513409028866,0.9008331,0.06385169927909372,0.06581740976645435,0.062,0.044,31,440,9560,469,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,42,,0,18.781513409028864
0.16925367536547606,0.8887345,0.04954367666232073,0.07116104868913857,0.038,0.0248,19,248,9752,481,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,42,,500,0.03385073507309522
0.2933318423109045,0.9257101,0.20689655172413793,0.30708661417322836,0.156,0.0176,78,176,9824,422,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,123,,0,29.33318423109045
0.1979733965956002,0.9025951,0.14097968936678615,0.17507418397626112,0.118,0.0278,59,278,9722,441,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,123,,500,0.039594679319120044
0.4587988616297708,0.9305323,0.37392550143266473,0.29129464285714285,0.522,0.0635,261,635,9365,239,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,456,,0,45.87988616297708
0.3836112849078035,0.9134717,0.3552,0.296,0.444,0.0528,222,528,9472,278,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,456,,500,0.0767222569815607
0.9999474185736879,0.9999974,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,42,,0,99.99474185736878
0.9999474185736879,0.9999974,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,42,,500,0.19998948371473757
0.999975903306773,0.9999988,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,123,,0,99.9975903306773
0.999975903306773,0.9999988,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,123,,500,0.1999951806613546
0.9999433160052696,0.9999972,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,456,,0,99.99433160052696
0.9999433160052696,0.9999972,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,456,,500,0.1999886632010539
0.9999879879438553,0.9999994000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,42,,0,99.99879879438554
0.9999879879438553,0.9999994000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,42,,500,0.19999759758877106
0.9999799396378254,0.999999,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,123,,0,99.99799396378253
0.9999799396378254,0.999999,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,123,,500,0.1999959879275651
0.9999555985498924,0.9999978,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,456,,0,99.99555985498924
0.9999555985498924,0.9999978,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,456,,500,0.1999911197099785
0.045981059107264875,0.4775254,0.08320112815089019,0.045621496230427216,0.472,0.4937,236,4937,5063,264,0.0045000051613897085,0.07579999510198832,0,0.047619047619047616,1,2,medium,Random,42,,0,4.5981059107264874
0.04627389658371922,0.49086340000000006,0.08648268588504131,0.047407978415879744,0.492,0.4943,246,4943,5057,254,0.0044000043999403715,0.07300000288523734,0,0.047619047619047616,1,2,medium,Random,123,,0,4.627389658371922
0.044672414436951295,0.485808,0.09407239027802063,0.051542441080666794,0.538,0.495,269,4950,5050,231,0.0109999964479357,0.10150001617148519,0,0.047619047619047616,1,2,medium,Random,456,,0,4.467241443695129
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,0,0.047619047619047616,1,2,medium,Random,42,,0,4.623640739850926
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,500,0.047619047619047616,1,2,medium,Random,42,,500,0.009247281479701852
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,0,0.047619047619047616,1,2,medium,Random,123,,0,5.043734340186659
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,500,0.047619047619047616,1,2,medium,Random,123,,500,0.010087468680373319
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,0,0.047619047619047616,1,2,medium,Random,456,,0,4.881418401749029
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,500,0.047619047619047616,1,2,medium,Random,456,,500,0.009762836803498057
0.16789281231001502,0.8918092,0.041666666666666664,0.043478260869565216,0.04,0.044,20,440,9560,480,0.0,0.0,0,0.047619047619047616,1,2,medium,sHST-River,42,,0,16.789281231001503
0.14835169406721033,0.8721213,0.02577319587628866,0.036231884057971016,0.02,0.0266,10,266,9734,490,0.0,0.0,500,0.047619047619047616,1,2,medium,sHST-River,42,,500,0.029670338813442065
0.19926973108280752,0.9013947999999999,0.0903954802259887,0.15384615384615385,0.064,0.0176,32,176,9824,468,0.0,0.0,0,0.047619047619047616,1,2,medium,sHST-River,123,,0,19.92697310828075
0.15424775706009014,0.8768242,0.052434456928838954,0.06976744186046512,0.042,0.028,21,280,9720,479,0.0,0.0,500,0.047619047619047616,1,2,medium,sHST-River,123,,500,0.03084955141201803
0.38211206766955563,0.9101011999999999,0.336996336996337,0.2658959537572254,0.46,0.0635,230,635,9365,270,0.0,0.0,0,0.047619047619047616,1,2,medium,sHST-River,456,,0,38.21120676695556
0.3059619172949336,0.893422,0.3133716160787531,0.26564673157162727,0.382,0.0528,191,528,9472,309,0.0,0.0,500,0.047619047619047616,1,2,medium,sHST-River,456,,500,0.06119238345898671
0.9988787700458908,0.999957,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,0,0.047619047619047616,1,2,medium,MemStream,42,,0,99.88787700458907
0.9988787700458908,0.999957,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,500,0.047619047619047616,1,2,medium,MemStream,42,,500,0.19977575400917813
0.999103428825823,0.9999638,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,0,0.047619047619047616,1,2,medium,MemStream,123,,0,99.9103428825823
0.999103428825823,0.9999638,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,500,0.047619047619047616,1,2,medium,MemStream,123,,500,0.1998206857651646
0.9988148213020684,0.9999552,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,0,0.047619047619047616,1,2,medium,MemStream,456,,0,99.88148213020685
0.9988148213020684,0.9999552,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,500,0.047619047619047616,1,2,medium,MemStream,456,,500,0.19976296426041368
0.9993222587176858,0.9999712000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,0,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,42,,0,99.93222587176858
0.9993222587176858,0.9999712000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,500,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,42,,500,0.19986445174353715
0.99911588994548,0.9999642,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,0,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,123,,0,99.911588994548
0.99911588994548,0.9999642,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,500,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,123,,500,0.199823177989096
0.998654759715649,0.9999422,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,0,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,456,,0,99.8654759715649
0.998654759715649,0.9999422,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,500,0.047619047619047616,1,2,medium,CA-DIF-EIA-Stream,456,,500,0.1997309519431298
0.045981059107264875,0.4775254,0.08320112815089019,0.045621496230427216,0.472,0.4937,236,4937,5063,264,0.001200009137392044,0.09960000170394778,0,0.047619047619047616,1,2,hard,Random,42,,0,4.5981059107264874
0.04627389658371922,0.49086340000000006,0.08648268588504131,0.047407978415879744,0.492,0.4943,246,4943,5057,254,0.020400009816512465,0.08529998012818396,0,0.047619047619047616,1,2,hard,Random,123,,0,4.627389658371922
0.044672414436951295,0.485808,0.09407239027802063,0.051542441080666794,0.538,0.495,269,4950,5050,231,0.005399982910603285,0.09789998875930905,0,0.047619047619047616,1,2,hard,Random,456,,0,4.467241443695129
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,0,0.047619047619047616,1,2,hard,Random,42,,0,4.623640739850926
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,500,0.047619047619047616,1,2,hard,Random,42,,500,0.009247281479701852
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,0,0.047619047619047616,1,2,hard,Random,123,,0,5.043734340186659
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,500,0.047619047619047616,1,2,hard,Random,123,,500,0.010087468680373319
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,0,0.047619047619047616,1,2,hard,Random,456,,0,4.881418401749029
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,500,0.047619047619047616,1,2,hard,Random,456,,500,0.009762836803498057
0.16739113350126203,0.8893548999999998,0.03962460896767466,0.04139433551198257,0.038,0.044,19,440,9560,481,0.0,0.0,0,0.047619047619047616,1,2,hard,sHST-River,42,,0,16.739113350126203
0.14142496495051424,0.8617782,0.02806122448979592,0.03873239436619718,0.022,0.0273,11,273,9727,489,0.0,0.0,500,0.047619047619047616,1,2,hard,sHST-River,42,,500,0.028284992990102845
0.18951267516916828,0.8962410000000001,0.07681365576102418,0.1330049261083744,0.054,0.0176,27,176,9824,473,0.0,0.0,0,0.047619047619047616,1,2,hard,sHST-River,123,,0,18.95126751691683
0.14974952865899124,0.8708805,0.05707196029776675,0.07516339869281045,0.046,0.0283,23,283,9717,477,0.0,0.0,500,0.047619047619047616,1,2,hard,sHST-River,123,,500,0.02994990573179825
0.43429607903509415,0.9238437,0.33821376281112736,0.26674364896073904,0.462,0.0635,231,635,9365,269,0.0,0.0,0,0.047619047619047616,1,2,hard,sHST-River,456,,0,43.429607903509414
0.34701836728048935,0.910621,0.302880658436214,0.2573426573426573,0.368,0.0531,184,531,9469,316,0.0,0.0,500,0.047619047619047616,1,2,hard,sHST-River,456,,500,0.06940367345609787
0.9994325956149015,0.9999752,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,0,0.047619047619047616,1,2,hard,MemStream,42,,0,99.94325956149015
0.9994325956149015,0.9999752,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,500,0.047619047619047616,1,2,hard,MemStream,42,,500,0.1998865191229803
0.9994677084488887,0.9999764,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,0,0.047619047619047616,1,2,hard,MemStream,123,,0,99.94677084488886
0.9994677084488887,0.9999764,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,500,0.047619047619047616,1,2,hard,MemStream,123,,500,0.19989354168977774
0.9994325956149015,0.9999752000000001,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,0,0.047619047619047616,1,2,hard,MemStream,456,,0,99.94325956149015
0.9994325956149015,0.9999752000000001,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,500,0.047619047619047616,1,2,hard,MemStream,456,,500,0.1998865191229803
0.9992669636926446,0.9999658,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,0,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,42,,0,99.92669636926446
0.9992669636926446,0.9999658,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,500,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,42,,500,0.1998533927385289
0.9994779780163696,0.9999768,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,0,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,123,,0,99.94779780163697
0.9994779780163696,0.9999768,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,500,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,123,,500,0.1998955956032739
0.998306377644841,0.9999184,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,0,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,456,,0,99.8306377644841
0.998306377644841,0.9999184,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,500,0.047619047619047616,1,2,hard,CA-DIF-EIA-Stream,456,,500,0.1996612755289682
0.04609222951228181,0.4915152,0.08848933544861626,0.04852116760100522,0.502,0.4922,251,4922,5078,249,0.001800013706088066,0.06600000779144466,0,0.047619047619047616,2,3,easy,Random,42,,0,4.6092229512281815
0.04485551987596377,0.47254359999999995,0.08613113025136228,0.0472152630564656,0.49,0.4944,245,4944,5056,255,0.0041000021155923605,0.07270000060088933,0,0.047619047619047616,2,3,easy,Random,123,,0,4.485551987596377
0.046846643031800694,0.49046579999999995,0.08288162266130443,0.04541099827553171,0.474,0.4982,237,4982,5018,263,0.015199999324977398,0.166199984960258,0,0.047619047619047616,2,3,easy,Random,456,,0,4.684664303180069
0.0440430109823966,0.47473139999999997,0.02636916835699797,0.026748971193415638,0.026,0.0473,13,473,9527,487,0.0,0.0,0,0.047619047619047616,2,3,easy,Random,42,,0,4.40430109823966
0.0440430109823966,0.47473139999999997,0.02636916835699797,0.026748971193415638,0.026,0.0473,13,473,9527,487,0.0,0.0,500,0.047619047619047616,2,3,easy,Random,42,,500,0.008808602196479321
0.044789484866880454,0.482017,0.03048780487804878,0.030991735537190084,0.03,0.0469,15,469,9531,485,0.0,0.0,0,0.047619047619047616,2,3,easy,Random,123,,0,4.478948486688045
0.044789484866880454,0.482017,0.03048780487804878,0.030991735537190084,0.03,0.0469,15,469,9531,485,0.0,0.0,500,0.047619047619047616,2,3,easy,Random,123,,500,0.00895789697337609
0.043309671873126024,0.4778904,0.02526315789473684,0.02666666666666667,0.024,0.0438,12,438,9562,488,0.0,0.0,0,0.047619047619047616,2,3,easy,Random,456,,0,4.330967187312602
