difficulty,algo,seed,label_budget,elapsed_s,AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,labels_consumed,anomaly_rate,auc_pr_pre_drift,auc_pr_post_drift,drift_detected_at,drift_point
sudden_drift,FullMemStream,456,500,3.4643283000041265,0.8158721246552583,0.9732056,0.13757050488375291,0.07386615452799528,1.0,0.6269,500,6269,3731,0,500,0.047619047619047616,,,,
sudden_drift,SimplifiedMemStream,456,500,21.640113700006623,0.9222859176471639,0.9978612,0.8583840139009556,0.7588325652841782,0.988,0.0157,494,157,9843,6,500,0.047619047619047616,,,,
sudden_drift,FullMemStream,789,0,3.5393162999826018,0.8979996401852836,0.9978862000000001,0.8252911813643927,0.7065527065527065,0.992,0.0206,496,206,9794,4,0,0.047619047619047616,,,,
sudden_drift,SimplifiedMemStream,789,0,20.046410799986916,0.927934242221955,0.9979538,0.8573913043478261,0.7584615384615384,0.986,0.0157,493,157,9843,7,0,0.047619047619047616,,,,
sudden_drift,FullMemStream,789,100,3.1877379000070505,0.9005422289270367,0.9971228000000001,0.4853515625,0.3210594315245478,0.994,0.1051,497,1051,8949,3,100,0.047619047619047616,,,,
sudden_drift,SimplifiedMemStream,789,100,23.147324399993522,0.927934242221955,0.9979538,0.8573913043478261,0.7584615384615384,0.986,0.0157,493,157,9843,7,100,0.047619047619047616,,,,
sudden_drift,FullMemStream,789,500,4.244595500000287,0.8519390762434753,0.9603254000000001,0.10895538748218787,0.05763655340368781,0.994,0.8126,497,8126,1874,3,500,0.047619047619047616,,,,
sudden_drift,SimplifiedMemStream,789,500,22.79051600000821,0.927934242221955,0.9979538,0.8573913043478261,0.7584615384615384,0.986,0.0157,493,157,9843,7,500,0.047619047619047616,,,,
sudden_drift,FullMemStream,1000,0,3.8279808000079356,0.9059613199855221,0.9982713999999999,0.8573883161512027,0.7515060240963856,0.998,0.0165,499,165,9835,1,0,0.047619047619047616,,,,
sudden_drift,SimplifiedMemStream,1000,0,21.97234069998376,0.9321513645785169,0.9980822,0.8613518197573656,0.7599388379204893,0.994,0.0157,497,157,9843,3,0,0.047619047619047616,,,,
sudden_drift,FullMemStream,1000,100,3.581624300015392,0.8988036155598084,0.9958132000000001,0.13581420616596496,0.07285443683520326,1.0,0.6363,500,6363,3637,0,100,0.047619047619047616,,,,
