AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,train_ms,score_ms,labels_consumed,anomaly_rate,fold,month,difficulty,algorithm,seed,error,label_budget
0.045981059107264875,0.4775254,0.08320112815089019,0.045621496230427216,0.472,0.4937,236,4937,5063,264,0.005799985956400633,0.11230001109652221,0,0.047619047619047616,1,2,easy,Random,42,,0
0.04627389658371922,0.49086340000000006,0.08648268588504131,0.047407978415879744,0.492,0.4943,246,4943,5057,254,0.005099980626255274,0.14390001888386905,0,0.047619047619047616,1,2,easy,Random,123,,0
0.044672414436951295,0.485808,0.09407239027802063,0.051542441080666794,0.538,0.495,269,4950,5050,231,0.02609999501146376,0.15119998715817928,0,0.047619047619047616,1,2,easy,Random,456,,0
0.6872645474776553,0.9890874000000001,0.0,0.0,0.0,0.964,0,9640,360,500,389.10940001369454,71.26680001965724,0,0.047619047619047616,1,2,easy,sklearn_IF,42,,0
0.8296869113258734,0.9947942000000001,0.0,0.0,0.0,0.9654,0,9654,346,500,380.1361999940127,93.51299999980256,0,0.047619047619047616,1,2,easy,sklearn_IF,123,,0
0.8728864510877017,0.9960586,0.0,0.0,0.0,0.9701,0,9701,299,500,344.3775000050664,84.1041999810841,0,0.047619047619047616,1,2,easy,sklearn_IF,456,,0
0.023809523809523808,4.999999999999449e-05,0.0,0.0,0.0,0.1855,0,1855,8145,500,92.86390000488609,180.0144999870099,0,0.047619047619047616,1,2,easy,sklearn_OCSVM,42,,0
0.023839704392632402,5.129999999999435e-05,0.0,0.0,0.0,0.1657,0,1657,8343,500,78.11200001742691,162.2856000030879,0,0.047619047619047616,1,2,easy,sklearn_OCSVM,123,,0
0.023809523809523808,4.999999999999449e-05,0.0,0.0,0.0,0.123,0,1230,8770,500,91.24660000088625,160.96749997814186,0,0.047619047619047616,1,2,easy,sklearn_OCSVM,456,,0
1.0,1.0,0.0,0.0,0.0,0.8209,0,8209,1791,500,3821.0661000048276,3.0113999964669347,0,0.047619047619047616,1,2,easy,DenoisingAE,42,,0
0.9999433160052698,0.9999972,0.0,0.0,0.0,0.9344,0,9344,656,500,2022.5295999844093,2.2545999963767827,0,0.047619047619047616,1,2,easy,DenoisingAE,123,,0
0.9999226759725506,0.9999962,0.0,0.0,0.0,0.9225,0,9225,775,500,2553.941999998642,4.632600001059473,0,0.047619047619047616,1,2,easy,DenoisingAE,456,,0
0.8816836621116002,0.981684,0.0,0.0,0.0,0.1406,0,1406,8594,500,2347.7799000102095,109.2472999880556,0,0.047619047619047616,1,2,easy,CA-DIF-EIA,42,,0
0.8955899459813325,0.9879012,0.0,0.0,0.0,0.1406,0,1406,8594,500,2139.234199974453,105.36560000036843,0,0.047619047619047616,1,2,easy,CA-DIF-EIA,123,,0
0.8879709129841561,0.9843129,0.0,0.0,0.0,0.1414,0,1414,8586,500,2535.6253999925684,175.0393999973312,0,0.047619047619047616,1,2,easy,CA-DIF-EIA,456,,0
0.9991158859943442,0.9999642000000001,0.0,0.0,0.0,0.953,0,9530,470,500,2385.040299996035,148.5505999880843,0,0.047619047619047616,1,2,easy,AE+IF,42,,0
0.9972809683182888,0.9999264,0.0,0.0,0.0,0.9542,0,9542,458,500,2357.9392999818083,109.62529998505488,0,0.047619047619047616,1,2,easy,AE+IF,123,,0
0.9993082000428953,0.9999707,0.0,0.0,0.0,0.954,0,9540,460,500,2241.848100005882,154.8927999974694,0,0.047619047619047616,1,2,easy,AE+IF,456,,0
0.6782750818263796,0.9885456,0.0,0.0,0.0,0.9648,0,9648,352,500,572.4746000196319,176.77120000007562,0,0.047619047619047616,1,2,easy,IF-baseline,42,,0
0.8471451418467648,0.9955224,0.0,0.0,0.0,0.9652,0,9652,348,500,599.7562000120524,133.6303999996744,0,0.047619047619047616,1,2,easy,IF-baseline,123,,0
0.8300306704671655,0.9946409999999999,0.0,0.0,0.0,0.969,0,9690,310,500,595.3250000020489,157.85909999976866,0,0.047619047619047616,1,2,easy,IF-baseline,456,,0
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,42,,0
0.04623640739850926,0.491132,0.04259634888438134,0.043209876543209874,0.042,0.0465,21,465,9535,479,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,42,,500
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,123,,0
0.05043734340186659,0.4973782,0.056910569105691054,0.05785123966942149,0.056,0.0456,28,456,9544,472,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,123,,500
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,0,0.047619047619047616,1,2,easy,Random,456,,0
0.048814184017490284,0.5056594,0.05473684210526316,0.057777777777777775,0.052,0.0424,26,424,9576,474,0.0,0.0,500,0.047619047619047616,1,2,easy,Random,456,,500
0.18781513409028866,0.9008331,0.06385169927909372,0.06581740976645435,0.062,0.044,31,440,9560,469,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,42,,0
0.16925367536547606,0.8887345,0.04954367666232073,0.07116104868913857,0.038,0.0248,19,248,9752,481,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,42,,500
0.2933318423109045,0.9257101,0.20689655172413793,0.30708661417322836,0.156,0.0176,78,176,9824,422,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,123,,0
0.1979733965956002,0.9025951,0.14097968936678615,0.17507418397626112,0.118,0.0278,59,278,9722,441,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,123,,500
0.4587988616297708,0.9305323,0.37392550143266473,0.29129464285714285,0.522,0.0635,261,635,9365,239,0.0,0.0,0,0.047619047619047616,1,2,easy,sHST-River,456,,0
0.3836112849078035,0.9134717,0.3552,0.296,0.444,0.0528,222,528,9472,278,0.0,0.0,500,0.047619047619047616,1,2,easy,sHST-River,456,,500
0.9999474185736879,0.9999974,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,42,,0
0.9999474185736879,0.9999974,0.5050505050505051,0.33783783783783783,1.0,0.098,500,980,9020,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,42,,500
0.999975903306773,0.9999988,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,123,,0
0.999975903306773,0.9999988,0.7668711656441718,0.6218905472636815,1.0,0.0304,500,304,9696,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,123,,500
0.9999433160052696,0.9999972,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,0,0.047619047619047616,1,2,easy,MemStream,456,,0
0.9999433160052696,0.9999972,0.7782101167315175,0.6369426751592356,1.0,0.0285,500,285,9715,0,0.0,0.0,500,0.047619047619047616,1,2,easy,MemStream,456,,500
0.9999879879438553,0.9999994000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,42,,0
0.9999879879438553,0.9999994000000001,0.40404040404040403,0.25316455696202533,1.0,0.1475,500,1475,8525,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,42,,500
0.9999799396378254,0.999999,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,123,,0
0.9999799396378254,0.999999,0.4737091425864519,0.31036623215394166,1.0,0.1111,500,1111,8889,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,123,,500
0.9999555985498924,0.9999978,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,0,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,456,,0
0.9999555985498924,0.9999978,0.5773672055427251,0.40584415584415584,1.0,0.0732,500,732,9268,0,0.0,0.0,500,0.047619047619047616,1,2,easy,CA-DIF-EIA-Stream,456,,500
0.045981059107264875,0.4775254,0.08320112815089019,0.045621496230427216,0.472,0.4937,236,4937,5063,264,0.0045000051613897085,0.07579999510198832,0,0.047619047619047616,1,2,medium,Random,42,,0
0.04627389658371922,0.49086340000000006,0.08648268588504131,0.047407978415879744,0.492,0.4943,246,4943,5057,254,0.0044000043999403715,0.07300000288523734,0,0.047619047619047616,1,2,medium,Random,123,,0
0.044672414436951295,0.485808,0.09407239027802063,0.051542441080666794,0.538,0.495,269,4950,5050,231,0.0109999964479357,0.10150001617148519,0,0.047619047619047616,1,2,medium,Random,456,,0
0.5947423670664177,0.9847728000000001,0.0,0.0,0.0,0.964,0,9640,360,500,383.7237000116147,78.31219999934547,0,0.047619047619047616,1,2,medium,sklearn_IF,42,,0
0.7899334363644022,0.9936692000000001,0.0,0.0,0.0,0.9654,0,9654,346,500,378.2124000135809,91.2407000141684,0,0.047619047619047616,1,2,medium,sklearn_IF,123,,0
0.8274940160819723,0.9946024000000001,0.0,0.0,0.0,0.9701,0,9701,299,500,392.1303999959491,107.18290001386777,0,0.047619047619047616,1,2,medium,sklearn_IF,456,,0
0.02382598172116359,5.0699999999994415e-05,0.0,0.0,0.0,0.1855,0,1855,8145,500,87.63090000138618,166.91390000050887,0,0.047619047619047616,1,2,medium,sklearn_OCSVM,42,,0
