fold,difficulty,algorithm,seed,AUC_PR_control,AUC_PR_treatment,delta
1,hard,METER-SCD,42,0.6425105819879529,0.6770070974573645,0.03449651546941168
1,hard,METER-SCD,123,0.6196923367013739,0.6761727246596931,0.05648038795831922
1,hard,METER-SCD,456,0.6223835732495357,0.6832089857079673,0.06082541245843154
1,hard,METER-SCD,789,0.6078602337563439,0.6968793662691009,0.08901913251275695
1,hard,METER-SCD,1024,0.6154050650705128,0.6709924005782159,0.055587335507703006
1,medium,METER-SCD,42,0.7815638384261405,0.8229846293190421,0.04142079089290163
1,medium,METER-SCD,123,0.7965018454178818,0.8143391418352847,0.017837296417402837
1,medium,METER-SCD,456,0.7718402692496193,0.82545924664932,0.053618977399700674
1,medium,METER-SCD,789,0.7649311140725195,0.8360602801780543,0.07112916610553488
1,medium,METER-SCD,1024,0.7792841215635268,0.8204781030579521,0.041193981494425325
2,easy,METER-SCD,42,0.8916569617509505,0.9154251132189624,0.02376815146801181
2,easy,METER-SCD,123,0.8975063330478031,0.922743125109485,0.025236792061681834
2,easy,METER-SCD,456,0.886142552007219,0.9350601791185045,0.048917627111285444
2,easy,METER-SCD,789,0.8934954587337138,0.9411391171367492,0.047643658403035416
2,easy,METER-SCD,1024,0.8916472629724455,0.9223574382692592,0.030710175296813746
2,hard,METER-SCD,42,0.6412908762001135,0.6604037202370072,0.019112844036893728
2,hard,METER-SCD,123,0.6199487875134136,0.6836810396393664,0.06373225212595279
2,hard,METER-SCD,456,0.6285558551277604,0.6820354135423763,0.053479558414615935
2,hard,METER-SCD,789,0.6105205066030928,0.7006325349893249,0.09011202838623211
2,hard,METER-SCD,1024,0.6222323897975708,0.6717622969220844,0.04952990712451366
2,medium,METER-SCD,42,0.7761300604385053,0.8076396240427649,0.031509563604259605
2,medium,METER-SCD,123,0.7683241362592064,0.8174702911706441,0.0491461549114377
2,medium,METER-SCD,456,0.7623076993833432,0.8358366333490432,0.07352893396570004
2,medium,METER-SCD,789,0.7700063279434182,0.8424092300839622,0.07240290214054401
2,medium,METER-SCD,1024,0.7719591747800364,0.8266088458699795,0.05464967108994312
3,easy,METER-SCD,42,0.8898714705307451,0.9357483975377826,0.045876927007037493
3,easy,METER-SCD,123,0.9033005066775481,0.9183557287377875,0.015055222060239348
3,easy,METER-SCD,456,0.9068331952146741,0.9367226008585786,0.02988940564390452
3,easy,METER-SCD,789,0.8918547066823035,0.9398235590938462,0.047968852411542695
3,easy,METER-SCD,1024,0.8950833745786768,0.939290721619969,0.044207347041292144
3,hard,METER-SCD,42,0.6396439559268975,0.6821988841182642,0.04255492819136675
3,hard,METER-SCD,123,0.6179770370484814,0.6826276485066429,0.06465061145816153
3,hard,METER-SCD,456,0.6355774155496072,0.6980513537113907,0.06247393816178348
3,hard,METER-SCD,789,0.6033301585446231,0.694207955319111,0.09087779677448782
3,hard,METER-SCD,1024,0.6260794370479761,0.6715993770507717,0.04551994000279558
3,medium,METER-SCD,42,0.7624198800489954,0.8250359939450573,0.06261611389606192
3,medium,METER-SCD,123,0.7585118194016383,0.8128206142917367,0.05430879489009843
3,medium,METER-SCD,456,0.7727579294580553,0.8419089866709597,0.06915105721290438
3,medium,METER-SCD,789,0.7442742404853115,0.83584403227203,0.09156979178671842
3,medium,METER-SCD,1024,0.7734361395996723,0.835055872213017,0.061619732613344746
4,easy,METER-SCD,42,0.885434539567675,0.9152197670549118,0.029785227487236776
4,easy,METER-SCD,123,0.8878694070850699,0.9123462635850037,0.024476856499933808
