fold,difficulty,algorithm,seed,AUC_PR_control,AUC_PR_treatment,delta
10,easy,METER-SCD,42,0.9000399355019996,0.9239922351708499,0.023952299668850374
10,easy,METER-SCD,123,0.9000901312746199,0.924522947162925,0.02443281588830515
10,easy,METER-SCD,456,0.9128560530264184,0.9301976699931639,0.01734161696674552
10,easy,METER-SCD,789,0.9026582819278235,0.9429590626533404,0.040300780725516905
10,easy,METER-SCD,1024,0.9116943529823289,0.9311413043783993,0.019446951396070333
10,hard,METER-SCD,42,0.6327585599405283,0.6612512411374036,0.028492681196875314
10,hard,METER-SCD,123,0.609153923236611,0.6779324918259639,0.06877856858935294
10,hard,METER-SCD,456,0.6252682710392211,0.6698519389067796,0.04458366786755852
10,hard,METER-SCD,789,0.6251503304348593,0.7084743505607303,0.08332402012587092
10,hard,METER-SCD,1024,0.6240246060221981,0.6665131590389397,0.04248855301674159
10,medium,METER-SCD,42,0.7623252531200031,0.8099305643126912,0.04760531119268807
10,medium,METER-SCD,123,0.7621516132655135,0.8143729090864742,0.05222129582096069
10,medium,METER-SCD,456,0.7690670762296368,0.8246912731657541,0.05562419693611731
10,medium,METER-SCD,789,0.768963542910297,0.8342393440743763,0.06527580116407927
10,medium,METER-SCD,1024,0.7824189292649543,0.8234950061366227,0.04107607687166848
