algorithm,difficulty,avg_rank,std_rank,cd
sHST-River,easy,2.0,0.0,1.1632231084362106
MemStream,easy,1.0,0.0,1.1632231084362106
IForestASD,easy,3.0,0.0,1.1632231084362106
sHST-River,medium,1.0909090909090908,0.28747978728803447,1.1632231084362106
MemStream,medium,1.9090909090909092,0.28747978728803447,1.1632231084362106
IForestASD,medium,3.0,0.0,1.1632231084362106
sHST-River,hard,1.0,0.0,1.1632231084362106
MemStream,hard,2.0,0.0,1.1632231084362106
IForestASD,hard,3.0,0.0,1.1632231084362106
