AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,score_ms,drift_count,update_count,BAR,label_budget,label_fraction,algorithm,fraud_type,fold,month,seed
,0.9093937137788562,0.0,0.0,0.0,0.0,0,0,14268,732,0.0,0,0,,0,0.0,Canary-Rules,hybrid,2,2,42
0.047141515937887485,0.49047028698099304,0.044534412955465584,0.044,0.045081967213114756,0.05025231286795626,33,717,13551,699,77.00943946838379,0,0,0.047141515937887485,0,0.0,Random,hybrid,2,2,42
0.1919988867116858,0.7135808618139993,0.2811188811188811,0.268,0.29558823529411765,0.03833798882681564,201,549,13771,479,4859.503984451294,0,0,0.1919988867116858,0,0.0,MemStream,canary_only,2,2,123
0.19201602473521084,0.7137111813999343,0.2811188811188811,0.268,0.29558823529411765,0.03833798882681564,201,549,13771,479,6369.876861572266,0,0,0.19201602473521084,0,0.0,CA-MemStream,canary_only,2,2,123
0.19793686089337043,0.7260189369043708,0.2867132867132867,0.2733333333333333,0.3014705882352941,0.03805865921787709,205,545,13775,475,7267.475128173828,49,49,0.19793686089337043,0,0.0,CA-MemStream-EIA,canary_only,2,2,123
1.0,1.0,1.0,1.0,1.0,0.0,680,0,14320,0,0.0,0,0,1.0,0,0.0,Canary-Rules,canary_only,2,2,123
0.04630295675437836,0.5003108568846533,0.05174825174825174,0.04933333333333333,0.054411764705882354,0.04979050279329609,37,713,13607,643,28.650522232055664,0,0,0.04630295675437836,0,0.0,Random,canary_only,2,2,123
0.08050913946046687,0.71392832748538,0.048,0.048,0.048,0.050105263157894736,36,714,13536,714,6069.5178508758545,0,0,0.08050913946046687,0,0.0,MemStream,type1_only,2,2,123
0.0805450809208311,0.7140993684210527,0.048,0.048,0.048,0.050105263157894736,36,714,13536,714,7417.747259140015,0,0,0.0805450809208311,0,0.0,CA-MemStream,type1_only,2,2,123
0.08886710329930689,0.7387609824561404,0.052,0.052,0.052,0.04989473684210526,39,711,13539,711,8362.287759780884,49,49,0.08886710329930689,0,0.0,CA-MemStream-EIA,type1_only,2,2,123
,0.476140350877193,0.0,0.0,0.0,0.047719298245614036,0,680,13570,750,0.0,0,0,,0,0.0,Canary-Rules,type1_only,2,2,123
0.04977450616396482,0.5025207017543859,0.04933333333333333,0.04933333333333333,0.04933333333333333,0.050035087719298245,37,713,13537,713,44.97861862182617,0,0,0.04977450616396482,0,0.0,Random,type1_only,2,2,123
0.09572507717996956,0.7566157660818714,0.026666666666666672,0.02666666666666667,0.02666666666666667,0.051228070175438595,20,730,13520,730,5693.758726119995,0,0,0.09572507717996956,0,0.0,MemStream,type2_only,2,2,123
0.09551841525507962,0.7552727017543861,0.026666666666666672,0.02666666666666667,0.02666666666666667,0.051228070175438595,20,730,13520,730,7225.116014480591,0,0,0.09551841525507962,0,0.0,CA-MemStream,type2_only,2,2,123
0.11012165011276141,0.7976404210526317,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.05087719298245614,25,725,13525,725,8503.88789176941,49,49,0.11012165011276141,0,0.0,CA-MemStream-EIA,type2_only,2,2,123
,0.476140350877193,0.0,0.0,0.0,0.047719298245614036,0,680,13570,750,0.0,0,0,,0,0.0,Canary-Rules,type2_only,2,2,123
0.05098564135680772,0.5012317192982456,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40,710,13540,710,105.30376434326172,0,0,0.05098564135680772,0,0.0,Random,type2_only,2,2,123
0.10944859101138116,0.7885668771929824,0.07466666666666667,0.07466666666666667,0.07466666666666667,0.04870175438596491,56,694,13556,694,5253.284931182861,0,0,0.10944859101138116,0,0.0,MemStream,type3_only,2,2,123
0.10909734004090199,0.7861869941520467,0.07466666666666667,0.07466666666666667,0.07466666666666667,0.04870175438596491,56,694,13556,694,6980.205774307251,0,0,0.10909734004090199,0,0.0,CA-MemStream,type3_only,2,2,123
0.1242191985179876,0.8197308070175437,0.07866666666666666,0.07866666666666666,0.07866666666666666,0.04849122807017544,59,691,13559,691,7212.676286697388,49,49,0.1242191985179876,0,0.0,CA-MemStream-EIA,type3_only,2,2,123
,0.476140350877193,0.0,0.0,0.0,0.047719298245614036,0,680,13570,750,0.0,0,0,,0,0.0,Canary-Rules,type3_only,2,2,123
0.05160679598931282,0.5087645380116959,0.050666666666666665,0.050666666666666665,0.050666666666666665,0.049964912280701754,38,712,13538,712,33.0195426940918,0,0,0.05160679598931282,0,0.0,Random,type3_only,2,2,123
0.9408928056391522,0.9903824204851219,0.8821917808219178,0.8586666666666667,0.9070422535211268,0.00741777466759972,644,106,14184,66,6084.052562713623,0,0,0.9408928056391522,0,0.0,MemStream,mixed,2,2,123
0.9405291518418467,0.9913396544416956,0.8821917808219178,0.8586666666666667,0.9070422535211268,0.00741777466759972,644,106,14184,66,6842.056751251221,0,0,0.9405291518418467,0,0.0,CA-MemStream,mixed,2,2,123
0.943037409348414,0.9920798549167644,0.8863013698630138,0.8626666666666667,0.9112676056338028,0.007207837648705389,647,103,14187,63,7793.3619022369385,48,48,0.943037409348414,0,0.0,CA-MemStream-EIA,mixed,2,2,123
,0.8135310815206143,0.0,0.0,0.0,0.0,0,0,14290,710,0.0,0,0,,0,0.0,Canary-Rules,mixed,2,2,123
