AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,train_ms,score_ms,labels_consumed,anomaly_rate,drift_count,update_count,BAR,label_budget,label_fraction,algorithm,difficulty,fold,month,seed,error
,,,,,,,,,,,,,,,,,250,0.016666666666666666,CA-MemStream,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,500,0.03333333333333333,CA-MemStream,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,1000,0.06666666666666667,CA-MemStream,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,2000,0.13333333333333333,CA-MemStream,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,0,0.0,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,50,0.0033333333333333335,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,100,0.006666666666666667,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,250,0.016666666666666666,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,500,0.03333333333333333,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,1000,0.06666666666666667,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,2000,0.13333333333333333,CA-MemStream,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,0,0.0,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,50,0.0033333333333333335,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,100,0.006666666666666667,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,250,0.016666666666666666,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,500,0.03333333333333333,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,1000,0.06666666666666667,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,2000,0.13333333333333333,CA-MemStream-EIA,easy,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,0,0.0,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,50,0.0033333333333333335,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,100,0.006666666666666667,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,250,0.016666666666666666,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,500,0.03333333333333333,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,1000,0.06666666666666667,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,2000,0.13333333333333333,CA-MemStream-EIA,medium,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,0,0.0,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,50,0.0033333333333333335,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,100,0.006666666666666667,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,250,0.016666666666666666,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,500,0.03333333333333333,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,1000,0.06666666666666667,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
,,,,,,,,,,,,,,,,,2000,0.13333333333333333,CA-MemStream-EIA,hard,1,1,42,"too many indices for array: array is 1-dimensional, but 2 were indexed"
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2931.9045543670654,0.0,0.05,0.0,0.0,0.04933077352260197,0,0.0,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2362.7066612243652,0.0,0.05,0.0,0.0,0.04916688390957007,50,0.0033333333333333335,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2148.700714111328,0.0,0.05,0.0,0.0,0.04900407965821388,100,0.006666666666666667,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2142.618417739868,0.0,0.05,0.0,0.0,0.04852207231731342,250,0.016666666666666666,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2615.1583194732666,0.0,0.05,0.0,0.0,0.04773945824767932,500,0.03333333333333333,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2447.019577026367,0.0,0.05,0.0,0.0,0.04624760017743935,1000,0.06666666666666667,sHST-River,easy,1,1,42,
0.04933077352260197,0.4996261520467836,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2206.010580062866,0.0,0.05,0.0,0.0,0.04352715310817821,2000,0.13333333333333333,sHST-River,easy,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2489.7193908691406,0.0,0.05,0.0,0.0,0.04984474655770769,0,0.0,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2494.6982860565186,0.0,0.05,0.0,0.0,0.049679149393064136,50,0.0033333333333333335,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2786.6110801696777,0.0,0.05,0.0,0.0,0.049514648898385125,100,0.006666666666666667,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2603.192090988159,0.0,0.05,0.0,0.0,0.04902761956495839,250,0.016666666666666666,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2652.2982120513916,0.0,0.05,0.0,0.0,0.04823685150745905,500,0.03333333333333333,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2552.7384281158447,0.0,0.05,0.0,0.0,0.04672944989785096,1000,0.06666666666666667,sHST-River,medium,1,1,42,
0.04984474655770769,0.5032588070175439,0.04533333333333334,0.04533333333333334,0.04533333333333334,0.05024561403508772,34.0,716.0,13534.0,716.0,0.0,2515.6023502349854,0.0,0.05,0.0,0.0,0.04398065872738914,2000,0.13333333333333333,sHST-River,medium,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2523.299217224121,0.0,0.05,0.0,0.0,0.05050746993223848,0,0.0,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2638.684034347534,0.0,0.05,0.0,0.0,0.05033967102880911,50,0.0033333333333333335,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2837.1286392211914,0.0,0.05,0.0,0.0,0.05017298337639584,100,0.006666666666666667,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2518.5530185699463,0.0,0.05,0.0,0.0,0.04967947862187392,250,0.016666666666666666,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2431.588888168335,0.0,0.05,0.0,0.0,0.04887819670861788,500,0.03333333333333333,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2432.981252670288,0.0,0.05,0.0,0.0,0.04735075306147358,1000,0.06666666666666667,sHST-River,hard,1,1,42,
0.05050746993223848,0.5075310409356725,0.0466977985323549,0.04672897196261682,0.04666666666666667,0.050105263157894736,35.0,714.0,13536.0,715.0,0.0,2346.9667434692383,0.0,0.05,0.0,0.0,0.04456541464609278,2000,0.13333333333333333,sHST-River,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,50.14300346374512,0.0,0.05,0.0,0.0,0.05082671191752883,0,0.0,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,28.671979904174805,0.0,0.05,0.0,0.0,0.05065785240949717,50,0.0033333333333333335,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,22.99356460571289,0.0,0.05,0.0,0.0,0.050490111176353145,100,0.006666666666666667,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,21.690845489501953,0.0,0.05,0.0,0.0,0.04999348713199557,250,0.016666666666666666,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,24.00517463684082,0.0,0.05,0.0,0.0,0.04918714056535047,500,0.03333333333333333,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,29.972553253173828,0.0,0.05,0.0,0.0,0.047650042422683274,1000,0.06666666666666667,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,71.88868522644043,0.0,0.05,0.0,0.0,0.04484709875076073,2000,0.13333333333333333,Random,easy,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,23.74744415283203,0.0,0.05,0.0,0.0,0.05082671191752883,0,0.0,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,24.01590347290039,0.0,0.05,0.0,0.0,0.05065785240949717,50,0.0033333333333333335,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,24.392366409301758,0.0,0.05,0.0,0.0,0.050490111176353145,100,0.006666666666666667,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,24.631500244140625,0.0,0.05,0.0,0.0,0.04999348713199557,250,0.016666666666666666,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,23.99897575378418,0.0,0.05,0.0,0.0,0.04918714056535047,500,0.03333333333333333,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,22.99356460571289,0.0,0.05,0.0,0.0,0.047650042422683274,1000,0.06666666666666667,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,25.203704833984375,0.0,0.05,0.0,0.0,0.04484709875076073,2000,0.13333333333333333,Random,medium,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,41.986703872680664,0.0,0.05,0.0,0.0,0.05082671191752883,0,0.0,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,41.52536392211914,0.0,0.05,0.0,0.0,0.05065785240949717,50,0.0033333333333333335,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,31.785249710083008,0.0,0.05,0.0,0.0,0.050490111176353145,100,0.006666666666666667,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,39.03651237487793,0.0,0.05,0.0,0.0,0.04999348713199557,250,0.016666666666666666,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,32.19413757324219,0.0,0.05,0.0,0.0,0.04918714056535047,500,0.03333333333333333,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,29.351234436035156,0.0,0.05,0.0,0.0,0.047650042422683274,1000,0.06666666666666667,Random,hard,1,1,42,
0.05082671191752883,0.49546984795321636,0.053333333333333344,0.05333333333333334,0.05333333333333334,0.04982456140350877,40.0,710.0,13540.0,710.0,0.0,36.15164756774902,0.0,0.05,0.0,0.0,0.04484709875076073,2000,0.13333333333333333,Random,hard,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,115.52238464355469,0.0,0.0,0.05,,,0.26394988914933903,0,0.0,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,107.29670524597168,0.0,0.0,0.05,,,0.26307297921861034,50,0.0033333333333333335,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,66.71261787414551,0.0,0.0,0.05,,,0.26220187663841626,100,0.006666666666666667,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,179.5635223388672,0.0,0.0,0.05,,,0.2596228417862351,250,0.016666666666666666,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,94.93303298950195,0.0,0.0,0.05,,,0.2554353765961345,500,0.03333333333333333,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,121.68145179748535,0.0,0.0,0.05,,,0.24745302107750536,1000,0.06666666666666667,DenoisingAE,easy,1,1,42,
0.26394988914933903,0.9238413099415205,0.2613333333333333,0.2613333333333333,0.2613333333333333,0.03887719298245614,196.0,554.0,13696.0,554.0,86.58695220947266,0.0,0.0,0.05,,,0.2328969610141227,2000,0.13333333333333333,DenoisingAE,easy,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,110.6863021850586,0.0,0.0,0.05,,,0.14239025354568763,0,0.0,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,105.00025749206543,0.0,0.0,0.05,,,0.1419171962249378,50,0.0033333333333333335,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,111.00196838378906,0.0,0.0,0.05,,,0.1414472717341268,100,0.006666666666666667,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,73.00233840942383,0.0,0.0,0.05,,,0.14005598709411898,250,0.016666666666666666,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,116.75596237182617,0.0,0.0,0.05,,,0.13779701956034285,500,0.03333333333333333,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,94.60210800170898,0.0,0.0,0.05,,,0.13349086269908214,1000,0.06666666666666667,DenoisingAE,medium,1,1,42,
0.14239025354568763,0.8326285847953215,0.15466666666666667,0.15466666666666667,0.15466666666666667,0.044491228070175436,116.0,634.0,13616.0,634.0,66.96200370788574,0.0,0.0,0.05,,,0.12563845901090084,2000,0.13333333333333333,DenoisingAE,medium,1,1,42,
0.0947401213172482,0.7389971929824561,0.092,0.092,0.092,0.04778947368421053,69.0,681.0,13569.0,681.0,69.02217864990234,0.0,0.0,0.05,,,0.0947401213172482,0,0.0,DenoisingAE,hard,1,1,42,
0.0947401213172482,0.7389971929824561,0.092,0.092,0.092,0.04778947368421053,69.0,681.0,13569.0,681.0,57.366132736206055,0.0,0.0,0.05,,,0.09442537008363606,50,0.0033333333333333335,DenoisingAE,hard,1,1,42,
0.0947401213172482,0.7389971929824561,0.092,0.092,0.092,0.04778947368421053,69.0,681.0,13569.0,681.0,69.2903995513916,0.0,0.0,0.05,,,0.09411270329527967,100,0.006666666666666667,DenoisingAE,hard,1,1,42,
0.0947401213172482,0.7389971929824561,0.092,0.092,0.092,0.04778947368421053,69.0,681.0,13569.0,681.0,61.00773811340332,0.0,0.0,0.05,,,0.0931870045743425,250,0.016666666666666666,DenoisingAE,hard,1,1,42,
