fold,difficulty,seed,label,group,AUC_ROC,AUC_PR,F1,Precision,Recall,optimal_threshold,train_ms,score_ms,n_anomalies
7,hard,42,MS_k5_wt,MemStream_,0.9188777183074055,0.02953198666349828,0.0821917808219178,0.057,0.14728682170542637,8.104092082977296,2867.2390999854542,0.2899999963119626,387
7,hard,42,HBOS_b5,HBOS,0.8021263651625844,0.007746183304677425,0.03170028818443804,0.02197802197802198,0.056847545219638244,1.7107285135613193,116.61560001084581,0.2689999819267541,387
7,hard,42,HBOS_b10,HBOS,0.7272572686546399,0.006913318774605073,0.050468637346791634,0.035,0.09043927648578812,2.192438042011226,129.42650000331923,0.2738999901339412,387
7,hard,42,HBOS_b20,HBOS,0.686802444642528,0.007950352900223511,0.044700793078586876,0.031,0.08010335917312661,2.691330484155702,148.38100000633858,0.3355999942868948,387
7,hard,42,HBOS_b50,HBOS,0.7696821773905116,0.010662042103158631,0.049026676279740444,0.034,0.08785529715762273,3.309710760044727,187.80400001560338,0.44100001105107367,387
7,hard,42,HBOS_b100,HBOS,0.8384278617885299,0.01793491598981456,0.06056236481614996,0.042,0.10852713178294573,3.737484996569652,173.3659000019543,0.301499996567145,387
7,hard,42,IF_n100,sklearn_IF,0.9082517177197826,0.02385958325379539,0.07930785868781542,0.055,0.1421188630490956,0.5971130469786211,2712.408299994422,0.31480001052841544,387
7,hard,42,IF_n200,sklearn_IF,0.9148271802578816,0.027467524316270357,0.083633741888969,0.058,0.14987080103359174,0.5948216195249565,5244.8288000014145,0.24339999072253704,387
7,hard,42,IF_n200_mf50,sklearn_IF,0.9229985732987647,0.029747228057361172,0.09228550829127613,0.064,0.165374677002584,0.5892392250934022,7570.135799993295,0.222100003156811,387
7,hard,42,Ens_MS5_HBOS10,Ensemble,0.7592476584309502,0.009298888290178895,0.0547945205479452,0.038,0.09819121447028424,0.30406441603010936,3063.0240000027698,0.3189999843016267,387
7,hard,42,Ens_MS5_HBOS20,Ensemble,0.7272554175274892,0.010149127344349397,0.049026676279740444,0.034,0.08785529715762273,0.258577029911805,3121.2015000055544,0.26580001576803625,387
7,hard,42,Ens_MS5_HBOS10_2_1,Ensemble,0.7822424893460836,0.010661480585602373,0.0547945205479452,0.038,0.09819121447028424,0.22344394085573713,2985.425499995472,0.34950001281686127,387
7,hard,42,Ens_MS3algo,Ensemble,0.8550784139402767,0.014535149552170891,0.06056236481614996,0.042,0.10852713178294573,0.37483549789938814,8437.75340000866,0.4078999918419868,387
7,hard,42,Ens_MS5_HBOS10_IF200,Ensemble,0.8609585516967581,0.014779409272782785,0.06056236481614996,0.042,0.10852713178294573,0.3745371980269653,10876.556800008984,0.2584999892860651,387
8,easy,42,MS_k3,MemStream_,0.9903937050226969,0.4480010824151836,0.35870384325546345,0.238,0.72782874617737,8.01739894390107,2831.9376000144985,0.8039999811444432,327
8,easy,42,MS_k5,MemStream_,0.9903864837357704,0.4403386274129248,0.35116804822908815,0.233,0.7125382262996942,8.59942389965058,2843.2471999840345,0.308899994706735,327
8,easy,42,MS_k7,MemStream_,0.9900955799735626,0.4355523268129171,0.3421250941974378,0.227,0.6941896024464832,9.008926811218265,2825.311699998565,0.3412000078242272,327
8,easy,42,MS_k10,MemStream_,0.989471486185724,0.4292764725180054,0.3360964581763376,0.223,0.6819571865443425,9.435274906158455,2835.8434999827296,0.3240999940317124,327
8,easy,42,MS_k20,MemStream_,0.9869965298461761,0.4176610918626371,0.3315749811605124,0.22,0.672782874617737,10.353489117622381,2777.5266999960877,0.6175999878905714,327
8,easy,42,MS_k5_diverse,MemStream_,0.9778472129148282,0.4312279090435821,0.34513941220798794,0.229,0.7003058103975535,8.4317249250412,18786.407799983863,0.34899997990578413,327
8,easy,42,MS_k5_kmeans,MemStream_,0.9797877863640385,0.4277688493449526,0.33760361718161264,0.224,0.6850152905198776,8.7423506975174,2963.4545000153594,0.3539999888744205,327
8,easy,42,MS_k5_m500,MemStream_,0.9763105950400157,0.4338833367634666,0.346646571213263,0.23,0.7033639143730887,8.004691691398623,7178.118700016057,0.4028999828733504,327
8,easy,42,MS_k5_wt,MemStream_,0.9902412845614199,0.446265842826416,0.3556895252449133,0.236,0.7217125382262997,8.344621324539196,2921.5039999980945,1.1048000014852732,327
8,easy,42,HBOS_b5,HBOS,0.928797743331754,0.23517449166543097,0.1838733986435569,0.122,0.3730886850152905,1.7004440243376335,126.45789998350665,0.3254000039305538,327
8,easy,42,HBOS_b10,HBOS,0.9508358245241674,0.23914582738858683,0.293896006028636,0.195,0.5963302752293578,2.5000911354344226,141.6847000073176,0.30899999546818435,327
8,easy,42,HBOS_b20,HBOS,0.9537244847925748,0.2962900417064266,0.29691032403918616,0.197,0.6024464831804281,2.988472475664641,127.82639998476952,0.2793000021483749,327
8,easy,42,HBOS_b50,HBOS,0.9663246502833356,0.3566659470868408,0.2984174830444612,0.198,0.6055045871559633,3.6999622458530745,181.32730000070296,0.29239998548291624,327
8,easy,42,HBOS_b100,HBOS,0.9772035841291643,0.4324980517377641,0.35267520723436324,0.234,0.7155963302752294,4.124398139514052,167.27289999835193,0.2767000114545226,327
8,easy,42,IF_n100,sklearn_IF,0.9858943838006945,0.5104746126681473,0.3496608892238131,0.232,0.709480122324159,0.5937614428569713,2665.9103999845684,0.25710000772960484,327
8,easy,42,IF_n200,sklearn_IF,0.9851984906637337,0.5055768514887183,0.3541823662396383,0.235,0.7186544342507645,0.5971689260597248,5213.195299991639,0.22720001288689673,327
8,easy,42,IF_n200_mf50,sklearn_IF,0.9884749639054349,0.5290703211480086,0.36623963828183875,0.243,0.7431192660550459,0.591070186206354,7456.280100013828,0.29830000130459666,327
8,easy,42,Ens_MS5_HBOS10,Ensemble,0.9570113190111704,0.3299077410690462,0.31047475508666167,0.206,0.6299694189602446,0.20328087655950086,3041.1760000279173,0.34699999378062785,327
8,easy,42,Ens_MS5_HBOS20,Ensemble,0.9586986190311066,0.3651500764445226,0.31047475508666167,0.206,0.6299694189602446,0.21067873136348086,3054.1396999906283,0.5756000173278153,327
8,easy,42,Ens_MS5_HBOS10_2_1,Ensemble,0.961195315809238,0.3657500790322738,0.32102486812358705,0.213,0.6513761467889908,0.14461375582341446,3062.874199997168,0.3080999886151403,327
8,easy,42,Ens_MS3algo,Ensemble,0.9765623522287685,0.43404404297390703,0.3436322532027129,0.228,0.6972477064220184,0.30145784045091617,8423.436399985803,1.0962999949697405,327
8,easy,42,Ens_MS5_HBOS10_IF200,Ensemble,0.978998169652642,0.4458240804576187,0.3496608892238131,0.232,0.709480122324159,0.3030008122297032,10487.778999988222,0.31109998235479,327
8,medium,42,MS_k3,MemStream_,0.9724403998749037,0.13096552617876692,0.2291970802919708,0.157,0.4243243243243243,7.73369747161866,2752.1465999889188,0.7554000185336918,370
8,medium,42,MS_k5,MemStream_,0.9723478232026546,0.12268925448650324,0.21897810218978103,0.15,0.40540540540540543,8.318006787300115,2897.4217000068165,0.7005000079516321,370
8,medium,42,MS_k7,MemStream_,0.971344473762948,0.11733796761530997,0.21313868613138687,0.146,0.3945945945945946,8.698194642066964,2766.5397000091616,0.5747999821323901,370
8,medium,42,MS_k10,MemStream_,0.969124102562714,0.11124497705592475,0.2,0.137,0.37027027027027026,9.144177126884477,2818.0591999844182,0.7998000073712319,370
8,medium,42,MS_k20,MemStream_,0.9618246390958408,0.09865579690311715,0.18248175182481752,0.125,0.33783783783783783,10.03569736480713,2963.132000004407,0.4774999979417771,370
8,medium,42,MS_k5_diverse,MemStream_,0.9057567242642132,0.10135032867065363,0.19562043795620437,0.134,0.3621621621621622,8.276935462951663,19271.3858000061,0.3558000025805086,370
8,medium,42,MS_k5_kmeans,MemStream_,0.938136051695637,0.10641965565871904,0.1927007299270073,0.132,0.3567567567567568,8.417427058219914,2868.1057000067085,0.3367000026628375,370
8,medium,42,MS_k5_m500,MemStream_,0.924553335833454,0.10601374515805184,0.20145985401459854,0.138,0.372972972972973,7.757815022468577,7076.837200002046,0.30980000155977905,370
8,medium,42,MS_k5_wt,MemStream_,0.9724736235007737,0.128248740532367,0.22335766423357664,0.153,0.4135135135135135,8.035887703895579,2871.3287000136916,0.4773999971803278,370
8,medium,42,HBOS_b5,HBOS,0.8502436670001665,0.027365823085746845,0.058394160583941604,0.04,0.10810810810810811,1.6874396732407007,131.04909998946823,0.2722000062931329,370
8,medium,42,HBOS_b10,HBOS,0.8661955563738862,0.029250393283785717,0.10802919708029197,0.074,0.2,2.464270569402848,139.3466999870725,0.3693999897222966,370
8,medium,42,HBOS_b20,HBOS,0.8738275065628168,0.04447123026442152,0.11240875912408758,0.077,0.20810810810810812,2.94654071706413,143.14520001062192,0.3640000068116933,370
8,medium,42,HBOS_b50,HBOS,0.9069325008021597,0.06334825773812083,0.10802919708029197,0.074,0.2,3.6667996239108795,156.0174000042025,0.38320000749081373,370
8,medium,42,HBOS_b100,HBOS,0.935614670924995,0.08171119371540456,0.15036496350364964,0.103,0.27837837837837837,4.089808127348177,192.4083000048995,0.26729999808594584,370
8,medium,42,IF_n100,sklearn_IF,0.9630714389187565,0.14691463067064983,0.21021897810218979,0.144,0.3891891891891892,0.5901466850120449,2696.3401999964844,0.25710000772960484,370
8,medium,42,IF_n200,sklearn_IF,0.9599327404346689,0.13777831957413608,0.22043795620437956,0.151,0.4081081081081081,0.5931902689648999,5105.696499987971,0.21810000180266798,370
8,medium,42,IF_n200_mf50,sklearn_IF,0.9686441944624582,0.16851203062654782,0.23065693430656933,0.158,0.42702702702702705,0.5874162457136202,7878.434299986111,0.3161999920848757,370
8,medium,42,Ens_MS5_HBOS10,Ensemble,0.8902957904555862,0.048423231423013906,0.12408759124087591,0.085,0.22972972972972974,0.2212738268805786,2989.5716999890283,0.2668999950401485,370
8,medium,42,Ens_MS5_HBOS20,Ensemble,0.8950831606038738,0.06064434509245662,0.1343065693430657,0.092,0.24864864864864866,0.21827460273245136,2988.266600004863,0.29340002220124006,370
8,medium,42,Ens_MS5_HBOS10_2_1,Ensemble,0.9048219611687026,0.059335109398449284,0.14306569343065692,0.098,0.2648648648648649,0.16543459886769157,2973.7462000048254,0.33969999640248716,370
8,medium,42,Ens_MS3algo,Ensemble,0.9367899126898275,0.08246111191021721,0.1635036496350365,0.112,0.3027027027027027,0.31275150294090126,8199.487600009888,0.2705999941099435,370
8,medium,42,Ens_MS5_HBOS10_IF200,Ensemble,0.9429276594131576,0.09281268028506581,0.1678832116788321,0.115,0.3108108108108108,0.31291116317662193,10603.541099990252,0.4188000166323036,370
8,hard,42,MS_k3,MemStream_,0.9301211128626552,0.025950166293744435,0.07970479704797048,0.054,0.15211267605633802,7.535735087394738,2826.927100017201,0.645300024189055,355
8,hard,42,MS_k5,MemStream_,0.9282375089022451,0.02350979143973584,0.06642066420664207,0.045,0.1267605633802817,8.114889874458317,2870.6267999950796,0.37670001620426774,355
8,hard,42,MS_k7,MemStream_,0.9249275633263127,0.02204042179184677,0.06494464944649446,0.044,0.12394366197183099,8.49360219955446,2884.7873999911826,0.38750001112930477,355
8,hard,42,MS_k10,MemStream_,0.9192625431267261,0.02035048990146362,0.05904059040590406,0.04,0.11267605633802817,8.87598447799683,2924.902500002645,0.3127999952994287,355
8,hard,42,MS_k20,MemStream_,0.9051293369674835,0.017162863936429552,0.05166051660516605,0.035,0.09859154929577464,9.737950711250313,2835.8677999931388,0.32270001247525215,355
8,hard,42,MS_k5_diverse,MemStream_,0.7643856083985695,0.0141902654600078,0.05608856088560885,0.038,0.10704225352112676,7.908720626831063,18883.488699997542,0.3370999766048044,355
8,hard,42,MS_k5_kmeans,MemStream_,0.8136627725480333,0.01583346144816452,0.053136531365313655,0.036,0.10140845070422536,8.097691617012027,2920.944400015287,0.34580001374706626,355
8,hard,42,MS_k5_m500,MemStream_,0.8035264425340896,0.015769245829932162,0.05608856088560885,0.038,0.10704225352112676,7.568663895130159,7190.666800015606,0.34440000308677554,355
8,hard,42,MS_k5_wt,MemStream_,0.9282618972620063,0.024640142871189197,0.07084870848708487,0.048,0.1352112676056338,7.862873818874359,2952.0383999915794,0.6412999937310815,355
8,hard,42,HBOS_b5,HBOS,0.77640065341333,0.006990410420255451,0.019174041297935103,0.012987012987012988,0.036619718309859155,1.6824419947607305,109.9427999870386,0.24470000062137842,355
8,hard,42,HBOS_b10,HBOS,0.7697085636864589,0.00537535007721277,0.025092250922509225,0.017,0.04788732394366197,2.451437741816467,130.26850001187995,0.295300007564947,355
8,hard,42,HBOS_b20,HBOS,0.7289490818032993,0.006416545759445185,0.025092250922509225,0.017,0.04788732394366197,2.9358724807646395,164.91920000407845,0.367300002835691,355
8,hard,42,HBOS_b50,HBOS,0.7917253124295625,0.009525563701594431,0.024628450106157114,0.0145,0.08169014084507042,3.500808707278888,177.52699999255128,0.2938999969046563,355
8,hard,42,HBOS_b100,HBOS,0.833898409112795,0.011105174603557763,0.03985239852398524,0.027,0.07605633802816901,4.0688224510544835,174.02199999196455,0.378700002329424,355
8,hard,42,IF_n100,sklearn_IF,0.9004278086561394,0.019688960915089527,0.05461254612546126,0.037,0.10422535211267606,0.5880668688530452,2641.555599984713,0.285400019492954,355
8,hard,42,IF_n200,sklearn_IF,0.8927394576076761,0.01916346076676896,0.057564575645756455,0.039,0.10985915492957747,0.5913089045232796,5206.832899973961,0.2775999892037362,355
