algorithm,avg_rank,cd
CADIFEia,5.090909090909091,2.8493030726828623
HBOS,6.181818181818182,2.8493030726828623
IForestASD_,7.454545454545454,2.8493030726828623
MemStream_,2.3636363636363638,2.8493030726828623
sHST_Mem_Ensemble,2.8181818181818183,2.8493030726828623
sHST_River,6.454545454545454,2.8493030726828623
sklearn_IF,4.636363636363637,2.8493030726828623
sklearn_LOF,1.0,2.8493030726828623
