fold,difficulty,seed,algorithm,AUC_ROC,AUC_PR,F1,Precision,Recall,optimal_threshold,train_ms,score_ms,n_anomalies
10,hard,1024,CADIFEia,0.9016763747600104,0.0090464536342337,0.0205983325159391,0.0105,0.5384615384615384,0.5603506818155852,1780.5877999926452,1703.25680001406,312
11,easy,42,CADIFEia,0.962484256356708,0.0999893372392414,0.187360594795539,0.126,0.3652173913043478,0.658025186378715,1630.0011999846902,1652.2151000099257,345
11,easy,123,CADIFEia,0.9668412359145612,0.1704874959846578,0.2349442379182156,0.158,0.4579710144927536,0.6564878988043442,1589.2151999869384,2175.3757999977097,345
11,easy,456,CADIFEia,0.9746436370855668,0.0919680571222806,0.1843866171003717,0.124,0.3594202898550724,0.6575701726671986,1822.5487000017893,1972.353799996199,345
11,easy,789,CADIFEia,0.9659673516526152,0.1268380955319804,0.2304832713754646,0.155,0.4492753623188406,0.659827699934967,1993.0108999833465,2250.0190999999177,345
11,easy,1024,CADIFEia,0.9689671204567007,0.1279770371289929,0.2453531598513011,0.165,0.4782608695652174,0.6581778853219035,1820.2342000149656,1728.5117999999784,345
11,medium,42,CADIFEia,0.9151061403239538,0.0114872749317831,0.0282091917591125,0.0148333333333333,0.2870967741935484,0.6117768594196682,1368.390499992529,1581.037900003139,310
11,medium,123,CADIFEia,0.9157473923290778,0.012632956317166,0.0335877862595419,0.022,0.0709677419354838,0.6537076692948751,1623.9695999829564,1664.2385000013746,310
11,medium,456,CADIFEia,0.938487397401456,0.0142954241839036,0.0313787638668779,0.0165,0.3193548387096774,0.6132294234611906,1522.0628999813923,1715.518000011798,310
11,medium,789,CADIFEia,0.916032527837503,0.0113193048546502,0.0277056277056277,0.016,0.1032258064516129,0.6419978525350322,1644.897099991795,1875.7953000022096,310
11,medium,1024,CADIFEia,0.9215534723983464,0.0126932885470535,0.0366412213740458,0.024,0.0774193548387096,0.6559586617423886,1670.4048000101466,1612.954099982744,310
11,hard,42,CADIFEia,0.8416561322387048,0.0055162501823808,0.0137752905725355,0.008,0.0495356037151702,0.6423430012338198,1664.7459999949206,1644.9816999956963,323
11,hard,123,CADIFEia,0.8342990027966373,0.0053205367730099,0.0120533792509685,0.007,0.0433436532507739,0.6405227332418648,1658.3984000026248,1852.746099990327,323
11,hard,456,CADIFEia,0.8808093026894781,0.0068504386932399,0.0155806216018826,0.008,0.2972136222910216,0.5835516862391832,1771.68070001062,1871.7994000180624,323
11,hard,789,CADIFEia,0.8467484430079035,0.0054207416227273,0.0115806941355082,0.0058571428571428,0.5077399380804953,0.5450402861964083,1578.1559000024572,1558.7386999977753,323
11,hard,1024,CADIFEia,0.8503626700775002,0.005719605369822,0.0137752905725355,0.008,0.0495356037151702,0.6433873031848314,1433.6954999889713,1819.7774000000209,323
1,easy,42,HBOS,0.948335199530979,0.3023508697802724,0.3078045222465354,0.211,0.568733153638814,3.027596541456845,22.61380001436919,159.84489998663776,371
1,easy,123,HBOS,0.948335199530979,0.3023508697802724,0.3078045222465354,0.211,0.568733153638814,3.027596541456845,24.470899981679395,145.2057999849785,371
1,easy,456,HBOS,0.948335199530979,0.3023508697802724,0.3078045222465354,0.211,0.568733153638814,3.027596541456845,25.86139997583814,146.57260000240058,371
1,easy,789,HBOS,0.948335199530979,0.3023508697802724,0.3078045222465354,0.211,0.568733153638814,3.027596541456845,26.402499992400408,188.78130000666715,371
1,easy,1024,HBOS,0.948335199530979,0.3023508697802724,0.3078045222465354,0.211,0.568733153638814,3.027596541456845,19.7115000046324,169.19319998123683,371
1,medium,42,HBOS,0.8733392918026304,0.0364269634219094,0.0975954738330975,0.069,0.1666666666666666,2.949240914086344,26.55889999005012,171.9990000128746,414
1,medium,123,HBOS,0.8733392918026304,0.0364269634219094,0.0975954738330975,0.069,0.1666666666666666,2.949240914086344,50.8432999777142,190.19870000192896,414
1,medium,456,HBOS,0.8733392918026304,0.0364269634219094,0.0975954738330975,0.069,0.1666666666666666,2.949240914086344,22.288800013484437,182.457599992631,414
1,medium,789,HBOS,0.8733392918026304,0.0364269634219094,0.0975954738330975,0.069,0.1666666666666666,2.949240914086344,18.27830000547692,190.3399000002537,414
1,medium,1024,HBOS,0.8733392918026304,0.0364269634219094,0.0975954738330975,0.069,0.1666666666666666,2.949240914086344,21.0359999909997,145.67370002623647,414
1,hard,42,HBOS,0.7640075975813253,0.0055094155525258,0.0334302325581395,0.023,0.0611702127659574,2.9331072596995624,44.29720001644455,250.7730000070296,376
1,hard,123,HBOS,0.7640075975813253,0.0055094155525258,0.0334302325581395,0.023,0.0611702127659574,2.9331072596995624,18.94509998965077,169.4497999851592,376
1,hard,456,HBOS,0.7640075975813253,0.0055094155525258,0.0334302325581395,0.023,0.0611702127659574,2.9331072596995624,29.103500011842694,160.79329999047332,376
1,hard,789,HBOS,0.7640075975813253,0.0055094155525258,0.0334302325581395,0.023,0.0611702127659574,2.9331072596995624,37.57299997960217,187.99419997958464,376
1,hard,1024,HBOS,0.7640075975813253,0.0055094155525258,0.0334302325581395,0.023,0.0611702127659574,2.9331072596995624,23.345099994912744,155.56030001607724,376
2,easy,42,HBOS,0.9434812016307792,0.282317984414105,0.3210059171597633,0.217,0.6164772727272727,2.077561938805838,27.781300013884906,205.18150000134483,352
2,easy,123,HBOS,0.9434812016307792,0.282317984414105,0.3210059171597633,0.217,0.6164772727272727,2.077561938805838,17.10970001295209,154.88560000085272,352
2,easy,456,HBOS,0.9434812016307792,0.282317984414105,0.3210059171597633,0.217,0.6164772727272727,2.077561938805838,27.77590000187047,153.81499999784864,352
2,easy,789,HBOS,0.9434812016307792,0.282317984414105,0.3210059171597633,0.217,0.6164772727272727,2.077561938805838,22.205799992661923,172.4644000059925,352
