timestamp,y_true,iforest_score,trip_count,anomaly_type
2024-07-27 20:30:00,0,-0.07852630419716933,2216.0,
2024-07-27 21:00:00,0,-0.08640120446570909,2236.0,
2024-07-27 21:30:00,0,-0.07529366927093345,2317.0,
2024-07-27 22:00:00,0,-0.0854578915890995,2298.0,
2024-07-27 22:30:00,0,-0.09282124656062218,2462.0,
2024-07-27 23:00:00,0,-0.09030037107439076,2313.0,
2024-07-27 23:30:00,0,-0.08320887727311693,2080.0,
2024-07-28 00:00:00,0,-0.06582760151072531,1895.0,
2024-07-28 00:30:00,0,-0.06314058424839636,1644.0,
2024-07-28 01:00:00,0,-0.06924606993477034,1587.0,
2024-07-28 01:30:00,0,-0.056712730527328614,1439.0,
2024-07-28 02:00:00,0,-0.05928889317237712,1276.0,
2024-07-28 02:30:00,0,-0.06413279097088348,1014.0,
2024-07-28 03:00:00,0,-0.05885254487522701,814.0,
2024-07-28 03:30:00,0,-0.042519213708395176,667.0,
2024-07-28 04:00:00,0,-0.05145642416082319,539.0,
2024-07-28 04:30:00,0,-0.048115425473822415,274.0,
2024-07-28 05:00:00,0,-0.051190900293173136,227.0,
2024-07-28 05:30:00,1,-0.0534394636632291,206.0,point_spike
2024-07-28 06:00:00,0,-0.053872214389033724,271.0,
2024-07-28 06:30:00,0,-0.051125403527958024,425.0,
2024-07-28 07:00:00,0,-0.05730568300380079,396.0,
2024-07-28 07:30:00,0,-0.05338535160298136,537.0,
2024-07-28 08:00:00,0,-0.04418724335315827,686.0,
2024-07-28 08:30:00,0,-0.05437446876407698,880.0,
2024-07-28 09:00:00,0,-0.06040362152060924,1008.0,
2024-07-28 09:30:00,0,-0.053448543791903114,1236.0,
2024-07-28 10:00:00,0,-0.054253711288758666,1392.0,
2024-07-28 10:30:00,0,-0.04582195935575495,1661.0,
2024-07-28 11:00:00,0,-0.04929634975555042,1669.0,
2024-07-28 11:30:00,0,-0.06460744137124352,1888.0,
2024-07-28 12:00:00,0,-0.07321030347229157,1945.0,
2024-07-28 12:30:00,0,-0.07423045338076817,2168.0,
2024-07-28 13:00:00,0,-0.09136136051839061,2186.0,
2024-07-28 13:30:00,0,-0.09257426627976495,2282.0,
2024-07-28 14:00:00,0,-0.10112270907860388,2341.0,
2024-07-28 14:30:00,0,-0.10414201377703447,2427.0,
2024-07-28 15:00:00,0,-0.09986341925530257,2304.0,
2024-07-28 15:30:00,0,-0.10006045594425117,2335.0,
2024-07-28 16:00:00,0,-0.09526031395762496,2324.0,
2024-07-28 16:30:00,0,-0.09129064508397439,2451.0,
2024-07-28 17:00:00,0,-0.08156834880492392,2393.0,
2024-07-28 17:30:00,1,-0.08966561778704685,2482.0,collective
2024-07-28 18:00:00,1,-0.08015231672999418,2331.0,point_drop
2024-07-28 18:30:00,1,-0.07075117043958723,2278.0,collective
2024-07-28 19:00:00,0,-0.06904210669951111,2088.0,
2024-07-28 19:30:00,0,-0.06330767736154136,2101.0,
2024-07-28 20:00:00,0,-0.05475565931355658,1955.0,
2024-07-28 20:30:00,0,-0.05659421667118503,1945.0,
2024-07-28 21:00:00,0,-0.06450934040077105,2057.0,
2024-07-28 21:30:00,0,-0.05841378685840348,1823.0,
2024-07-28 22:00:00,0,-0.051339073082109554,1550.0,
2024-07-28 22:30:00,0,-0.04594687919288776,1555.0,
2024-07-28 23:00:00,0,-0.029791446182253267,1019.0,
2024-07-28 23:30:00,0,-0.04631421535168734,938.0,
2024-07-29 00:00:00,0,-0.01563659744376289,609.0,
2024-07-29 00:30:00,0,-0.04204290816513301,465.0,
2024-07-29 01:00:00,0,-0.04003939013862634,411.0,
2024-07-29 01:30:00,0,-0.03244355249129183,201.0,
2024-07-29 02:00:00,0,-0.033441149596609265,149.0,
2024-07-29 02:30:00,0,-0.034647908673033134,91.0,
2024-07-29 03:00:00,0,-0.027134650107980662,94.0,
2024-07-29 03:30:00,0,-0.03571614359508024,117.0,
2024-07-29 04:00:00,0,-0.02419676733873033,97.0,
2024-07-29 04:30:00,0,-0.018986607081227125,99.0,
2024-07-29 05:00:00,1,-0.020055577522605228,179.0,point_drop
2024-07-29 05:30:00,0,-0.018885053736454993,348.0,
2024-07-29 06:00:00,0,-0.004152801678587115,498.0,
2024-07-29 06:30:00,0,-0.03410005645817071,857.0,
2024-07-29 07:00:00,0,-0.04283602135724729,1166.0,
2024-07-29 07:30:00,0,-0.029160546599147352,1708.0,
2024-07-29 08:00:00,1,-0.029487466400319295,1785.0,point_drop
2024-07-29 08:30:00,0,-0.05718514575448913,1987.0,
2024-07-29 09:00:00,0,-0.06593790116652182,1939.0,
2024-07-29 09:30:00,0,-0.07452840715398507,1903.0,
2024-07-29 10:00:00,0,-0.08357984852416067,1972.0,
2024-07-29 10:30:00,0,-0.09028874104282841,2028.0,
2024-07-29 11:00:00,0,-0.07785076658083939,1949.0,
2024-07-29 11:30:00,0,-0.08612227742964179,2122.0,
2024-07-29 12:00:00,0,-0.09742625139304822,2208.0,
2024-07-29 12:30:00,0,-0.09779130534630825,2288.0,
2024-07-29 13:00:00,0,-0.09946441035457232,2473.0,
2024-07-29 13:30:00,0,-0.09676338324263983,2715.0,
2024-07-29 14:00:00,0,-0.10424401446783982,2474.0,
2024-07-29 14:30:00,0,-0.09477258231441754,2465.0,
2024-07-29 15:00:00,0,-0.09770876376505322,2421.0,
2024-07-29 15:30:00,0,-0.09967222905147904,2537.0,
2024-07-29 16:00:00,0,-0.10152510933791903,2586.0,
2024-07-29 16:30:00,0,-0.10379654179852305,2580.0,
2024-07-29 17:00:00,0,-0.09051064337053483,2641.0,
2024-07-29 17:30:00,0,-0.08734323803492838,2722.0,
2024-07-29 18:00:00,0,-0.08212747052553476,2801.0,
2024-07-29 18:30:00,0,-0.08781193993006275,2661.0,
2024-07-29 19:00:00,0,-0.09953702802633169,2422.0,
2024-07-29 19:30:00,0,-0.10015423479411117,2333.0,
2024-07-29 20:00:00,0,-0.08535548323010067,2239.0,
2024-07-29 20:30:00,0,-0.09956634197879377,2387.0,
2024-07-29 21:00:00,0,-0.09999672803543252,2232.0,
2024-07-29 21:30:00,0,-0.09650098349060277,2018.0,
2024-07-29 22:00:00,0,-0.0926477556725202,1778.0,
2024-07-29 22:30:00,0,-0.07330401992982638,1478.0,
2024-07-29 23:00:00,0,-0.05939150456135228,1069.0,
2024-07-29 23:30:00,0,-0.07304258316374035,881.0,
2024-07-30 00:00:00,0,-0.04290294599480304,642.0,
2024-07-30 00:30:00,0,-0.04307205968414907,461.0,
2024-07-30 01:00:00,0,-0.03750176238022496,287.0,
2024-07-30 01:30:00,0,-0.04449644169855371,194.0,
2024-07-30 02:00:00,0,-0.04883206032665688,143.0,
